RPTID	OPID	NAME	INTER	IDATE	DTHH	ACSTATE	ACCOUNTY	ACCITY	OFFSHORE	COOR	IFED	SPLOC	CSYS	ORGLK	ORGLO	ITMYR	CAUS	CAUSO	TFAT	EFAT	NFAT	TINJ	EINJ	NINJ	PRPTY	COMM	COMID	CLASS	LOSS	RECOV	FIRE	EXP	NMDIA	THK	SMYS	JNT	GRND	DSPRS	ACPRS	PRTST	DUR	MXPRS	TSTMM	TSTYY	CORLC	FACTD	FACAT	CORR	CORRO	CAULK	CAULO	PREVT	ONECL	ONEOT	EXCAL	TMPMK	RNAME	PHONE	TELRN	TELID	DOR	NARRATIVE
19970147	19226	TEXACO PIPELINE INC	No	19970918	157	LA	ST JAMES PARISH	 	No	 	No	FLANGE DISCHARGE OF METER SKID.	PUMPING STATION	OTHER	FLANGE	1984	OTHER	OTHER	0	0	0	0	0	0	0	DIESEL FUEL	2911315	3	300	220	No	No	0	0	0	FLANGED	ABOVE GROUND	0	0	Yes	0	0	0	0	NO DATA	Null	Null	NO DATA	 	OTHER	GASKET FAILURE	Null	NO DATA	 	Null	Null	RICHARD GARY	5048733415	 	0	19971006	GASKET ON FLANGE BLEW OUT & DIESEL FUEL ON GROUND WAS SEEN BY LA PLANTEMPLOYEE MAKING NORMAL INSPECTION OF THE AREA. HE SHUT DOWN THE STATION USINGTHE EMERGENCY SHUTDOWN BUTTON AT THE STATION SITE.
19970148	2552	COLONIAL PIPELINE CO	Yes	19970911	1300	SC	ANDERSON	BELTON	No	 	No	"1916 CAMELOT FOREST BELTON,SC 29627"	TANK FARM	TANK		1963	OTHER	UNKNOWN AT THIS TIME	0	0	0	0	0	0	190010	GASOLINE	2911135	1	10	6	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0		Null	Null					Null			Null	Null	JAMES A COX	4048412296	 	      	19971020	"ON SEPTEMBER 11, 1997 THE ENVIROMENTAL TECHNICIAN WAS CHECKING THE MONITORINGWELL ADJACENT TO TANK NO. 513 AND DISCOVERED FREE PRODUCT IN WELL. THETECHNIICIAN THEN BEGAN CHECKING OTHER MONITORING WELLS TO ISOLATE THE PROBLEM.IT WAS DETERMINED THE PRODUCT WAS ONLY IN TANK NO. 13 DIKE AREA. OTHER WELLSWERE DRILLED AND CONFIRMED TANK 513 WAS LEAKING. THE DITRCT ENVIROMENTALPROJECT MANAGER CALLED SOUTH CAROLINA DEPTMENT OF HEALTH AND ENVIROMENTALCONTROL(SCDHEC) ON 9/15/97 AND ADVISED THEM OF THE SITUATION. AS OF 9/16/97COLONIAL HAD ONLY RECOVERED 15 GALLONS OF PRODUCT, BUT ANTICIPATED REPAIR ANDCLEAN-UP WERE EXPECTED TO EXCEED 50000. ON 9/16/97, THE OPERATIONS MANAGERADVISED THE NATIONAL RESPONSE CENTER (NRC REPORT NO. 403845) AND ANDERSONCOUNTY EMRGENCY PREPARDNESS AGENCY. APPROX. 5 BARRELS HAVE BEEN RECOVERED ASOF 10/14/1997. THE CAUSE OF THE LEAK IS UNDER INVESTIGATION."
19970149	13131	CONOCO INC (AKA CONOCO PIPE LINE)	Yes	19970916	1700	OK	PAYNE	 	No	 	No	"NW/4 SECTION 16 TOWNSHIP 20 NORTH, RANGE 3 EAST PAYNE COUNTY, OK"	LINE PIPE	PIPE	 	1972	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	7000	CRUDE OIL	1311110	1	340	330	No	No	12.75	0.25	42000	WELDED	BELOW GROUND	1186	17	Yes	8	1524	12	94	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Yes	ONE CALL	 	No	No	VANCE WEBB	4057674845	 	0	19971015	"ON SEPT. 16,1997 AT 1915HRS., THE CONOCO PIPELINE(CPL) OIL MOVEMENTS CENTER INHOUSTON, TX RECIEVED A REPORT OF A POTENTIAL RELEASE ON THE CUSHING TO PONCACITY 12"" CRUDE OIL PIPELINE SYSYTEM VIA TELEPHONE. THE PIPELINE WAS IN ASTATIC MODE ( NOT PUMPING) AT THE TIME OF THE REPORT, FOR THIS REASON IT WASNOT NECESSARY TO IMPLEMENT EMERGENCY SHUT DOWN PROCEDURES. CUSHING AND POCACITY, OK TO INVESTIGATE THE POSSIBLE RELEASE.  RESPONSE CREWS CONFIRMED THEEXISTENCE OF A RELEASE @ 20:10 HRS. THE REPSONSE CREWS FOUND THAT OKEMAHCONSTUCTION HAD PUNCTURED THE CPL LINE WHILE IN THE PROCESS OF EXCAVATING TOBURY A NEW PIPELINE FOR THE PHILLIPS PIPELINE CO. BECAUSE THE RELEASED OIL WASCONTAINED IN THE NEWLY EXCAVATED PIPELINE TRENCH, CLEANUP REQUIREMENTS WEREMINIMAL. THE DAMAGED SEGMENT OF LINE WS REPLACED AND THE SYSTEM WAS PLACEDBACK IN OPERATION. SEE REPORT."
19970150	25146	LYONDELL PETROCHEMICAL CO	No	19970909	1030	TX	HARRIS	 	No	 	No	"THE VALVE IS INSIDE THE HESS GALENA PARK TERMINAL, NEXT TO THE PTRA RAILROAD TRACKS. APPROX. 300 YARDS EAST OF FEDERAL RD."	LINE PIPE	VALVE	 	1955	OTHER	POLYMER BUILDUP IN VALVE	0	0	0	0	0	0	3600	BUTANE	4905706	2	17	164	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	 	 	 	0	19971009	
19970151	19335	TEXAS - NEW MEXICO PIPELINE CO	Yes	19970914	1700	TX	CRANE	 	No	 	No	"4 MILES NORTH OF CRANE TX, SECTION 9 BLOCK X, CCSD & RGNGRRCO. SURVEY"	TANK FARM	PIPE		1965	CORROSION	"CORROSION, INTERNAL"	0	0	0	0	0	0	15000	CRUDE OIL	1311110	1	400	270	No	No	16	0.31	24000	WELDED	ABOVE GROUND	125	20	No	0	0	0	0	INTERNAL	Yes	Yes	OTHER	INTERNAL			Null			Null	Null	EDWIN GRIPP	9159479000	 	      	19971010	"THE HYDROCARBON RELEASE WAS REPORTED BY CRANE STATION TOUR ENGINEER AT 5:00 PMCDST ON SEPT. 14, 1997. CAUSE OF THE RELEASE WAS DETERMINED TO BE INTERNALCORROSION IN A 16"" TANK LINE SERVICING A CURRENTLY IDLE STORAGE TANK. THEREALEASE WAS CONTAINED WITHIN THE TANKS FIREWALL. THE LINE WAS CLAMPED ANDFREE OIL RECOVERED WITH VACUUM TRUCKS. CLEANUP WILL BE ACCORDANCE WITH STATEOF TEXAS STATEWIDE RULE 91. PERMANENT REPAIRS WILL BE COMPLTETED BYDICONNECTING AND PURGING THE TANK LINE FROKM STATION MANIFOLD."
19970152	26041	GATX TERMINALS CORP	No	19970909	1500	CA	RANCHO DOMINGUEZ	 	No	 	No	"18900 SANTA FE AVE, RANCHO DOMINGUEZ, CA"	LINE PIPE	PIPE	 	1952	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	120000	DIESEL FUEL	2911315	1	50	29	No	No	6	0.28	2160	WELDED	NO DATA	600	200	Yes	4	775	5	96	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	DAVID KINGSTON	3105187705	 	0	19971014	"RECIEVED A TELEPHONE CALL FROM THE LOS ANGELES BAIN CALL WHEEL REPORTING ADIESEL FUEL SPILL LOCATED IN THE 18900 BLOCK OF SANTA FE AVE. IN RANCHODOMINGUEZ. AFTER GATX PERSONNEL ARRIVED AT THE SCENE, A STAND UP PRESSURE TESTWAS CONDUCTED TO DETERIMNE IF GATX'S PIPLINE WAS LEAKING. THE STAND UPPRESSURE REST FUEL HAD BREACHED THE NEARBY COMPTON CREEK. GATX, WORKING INCONCERT WITH THE DEPT. OF FISH AND GAME INITIATED CLEANUP OF THE CLEANUP OFTHE CREEK BED. ONCE THE RELEASE IN TEH CREEK WAS UNDER CONTROL, GATX BEGANEXCAVATION OF THE PIPELINE RELEASE AREA. WHEN THE LEAK AREA WAS EXPOSED, ASMALL AREA OF LOCALIZED CORROSION WAS DISCOVERED. THE CORROSION PROBABLYOCCURED BECAUSE THE CARIER PIPE WAS SHORTED TO THE CAUSING PIPE. APPROX. 120FEET OD CASING PIPE WAS PERMANENTLY REMOVED AND APPROX. 170 FEET OF NEW 6-INCHPIPE WAS INSTALLED."
19970153	3012	PRIDE TEXAS PLAINS L.P.	No	19971001	1030	TX	COTTLE	 	No	 	No	"APPROX. 12 MILES SOUTH EAST OF PADUCAH, TX OFF FM RD 1038 ON COUNTY RD 485."	LINE PIPE	PIPE	 	1927	FAILED PIPE	 	0	0	0	0	0	0	25000	CRUDE OIL	1311110	1	2643	0	No	No	10	0.37	25000	WELDED	BELOW GROUND	800	700	Yes	8	1000	4	76	NO DATA	Yes	Yes	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	JOHN MACON	9156748231	 	0	19971027	PIPELINE WAS SHUT DOWN AT 6:30 PM ON 9-30-97 DUE TO PRESSURE IRREGULARITIES.QUESTIONABLE PIPELINE SECTION WAS ISOLATED BY CLOSING MAINLINE VALVES ANDPIPELINE LEFT DOWN FOR THE NIGHT. LEAK WAS REPORTED ON 10/1/97 BY PRIDE'SPIPELINE PATROL PLANE. CREWS WERE DISPATCHED FOR SPILL CONTAINMENT AND TOCLAMP THE LINE. CLEAN UP ONGOING PER STATE WIDE RULE 91.
19970154	1845	BUCKEYE PIPELINE CO LP	Yes	19971028	1245	NJ	SOMERSET	 	No	 	No	SEE ATTACHED DRAWING NO. -11789-A	NO DATA	OTHER	"1/2"" PRESSURE SENSE LINE"	1974	CORROSION		0	0	0	0	0	0	2000000	GASOLINE	2911135	3	50	35	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0		Yes	Yes	GALVANIC				Null			Null	Null	"C.A. OSTACH, MANAGER, OPERATIONS SERVICES"	6107704495	 	      	19971126	"ON TUESDAY, OCTOBER 28, 1997, WHILE PERFORMING A ROUTINE MAIN LINE VALVEINSPECTION, A BUCKEYE MAINTENANCE EMPLOYEE DISCOVERED PETROLEUM PRODUCT ATBUCKEYE'S HAMILTON ROAD MAIN LINE VALVE SITE.  AFTER ON SITE INVESTIGATIN, A1/2 INCH PRESSURE SENSE LINE WAS DISCOVERED RELEASING PETROLEUM PRODUCT.  ALLAPPLICABLE REGULATORY AGENCIES WERE NOTIFIED.  RECOVERY AND CLEANUP ACTIVITIESWERE PERFORMED UNDER THE SUPERVISION OF THE NEW JERSEY DEPARTMENT OFENVIRONMENTAL PROTECTION; HILLSBOROUGH FIRE DEPARTMENT; HILLSBOROUGHTOWNSHIP; OFFICE OF EMERGENCY MANAGEMENT; AND SOMERSET COUNTY; OFFICE OFEMERGENCY MANAGEMENT."
19970155	22855	"KOCH PIPELINE COMPANY, L.P."	No	19971107	1710	OK	NOBLE	 	No	 	No	"4 MILES N OF PERRY, OK, SECTION 33 T22N R1W"	LINE PIPE	PIPE	 	1970	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	32000	NATURAL GAS LIQUID	4908176	2	722	0	No	No	6	0.22	46000	WELDED	BELOW GROUND	1431	625	Yes	24	1898	9	70	NO DATA	Yes	Yes	NO DATA	 	DAMAGE BY OTHERS	 	Yes	ONE CALL	 	No	Null	"JERRY ROGERS, REGULATIONS, HEALTH & SAFETY MANAGER"	5803952377	 	0	19971210	FARMER PLOWING IN FIELD HITTING PIPELINE CAUSING RELEASE.
19970156	30991	MOBIL OIL CORPORATION	No	19971031	1715	TX	NAVARRO	 	No	 	No	"MERTENS STATION - 23 MILES WEST OF CORSICANA, TEXAS ON STATE HWY. 22"	LINE PIPE	SCRAPER TRAP	 	1971	OTHER	INCRECT CNSTRCT MAINTEN	0	0	0	1	0	1	22500	NOT GIVEN	9999999	2	0	0	Yes	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"D.G. SCOTT, MANAGER, MAINLINE CRUDE/NGL OPERATIONS"	2146585914	 	0	19971209	SEE ATTACHED INVESTIGATION REPORT (4 PAGES)
19970157	12106	MAPCO INC	Yes	19971112	345	MN	DAKOTA	 	No	 	No	"THREE QUARTERS OF A MILE WEST OF HIGHWAY 52 AND 55 ON 117TH STREET, PINE BEND, MINNESOTA"	NO DATA	OTHER	PUMP SEAL	1960	OTHER	SEAL FAILURE ON TERMINAL	0	0	0	0	0	0	780	BUTANE	4905706	2	20	0	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"MICHAEL C. PERSON, P.E., MANAGER, PIPELINE ENGINEERING"	9185994043	 	0	19971208	SEAL ON LOADING PUMP FAILED CAUSING A PRODUCT RELEASE.  LOADING PUMP WASISOLATED AND THE SEAL WAS REPLACED.
19970158	19237	"TE PRODUCTS PIPELINE CO., LP"	Yes	19971103	1045	IL	SALINE	 	No	 	No	"ALLENTOWN ROAD, EAST OF HARCO, IL"	LINE PIPE	OTHER	 		OUTSIDE FORCE DAMAGE	DAMAGE BY OPERATOR OR ITS CONTRACTOR	0	0	0	0	0	0	125000	BUTANE	4905706	1	210	0	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OPERATOR OR ITS CONTRACTOR	 	Yes	ONE CALL	 	Yes	Yes	"ERNEST P. HAGAN, VICE PRESIDENT-OPERATIONS"	7137593845	 	0	19971204	"AT APPROXIMATELY 1045 HOURS EST, ON NOVEMBER 3, 1997, A TEPPCO CONTRACTMAINTENANCE CREW, WORKING IN SALINE COUNTY ILLINOIS, WAS PUSHING DIRT OFF THETOP OF TEPPCO'S 20""LINE P-2 AT A PIPELINE REHABILITATION DIG SITE.  IN THEPROCESS, THEIR BACKHOE HIT A 1/2-INCH NIPPLE EXTENDING OFF THE PIPELINE,BREAKING THE NIPPLE IN THE THREADED AREA.  THIS BREAK CAUSED A RELEASE OFPROPANE.  THE CONTRACT CREW IMMEDIATELY NOTIFIED TEPPCO OPERATIONS PERSONNEL.THER EMERGENCY PLAN WAS IMMEDIATELY INITIATED, THE LINE WAS SHUT DOWN ANDMAINLINE BLOCK VALVES WERE CLOSED TO ISOLATE THE AFFECTED SECTION OF PIPING.LOCAL AUTHORITIES WERE NOTIFIED AND ASSISTED IN CORRDINATING AN EVACUATION OFTHE IMMEDIATE AREAS AS A PRECAUTIONARY MEASURE.  STOPPLES WERE SET, PRODUCTWAS FLARED AND NECESSARY REPAIRS WERE ACCOMPLISHED.  THE PIPELINE WAS RETURNEDTO SERVICE ON NOVEMBER 6, 1997."
19970159	13131	CONOCO INC (AKA CONOCO PIPE LINE)	Yes	19971102	1345	MT	YELLOWSTONE	 	No	 	No	"T2S, R24E, SECTION 10, MILEPOST 16.  APPROXIMATELY 1.5 MILES EAST OF LAUREL, MONTANA."	LINE PIPE	PIPE	 	1948	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	40000	DIESEL FUEL	2911315	3	150	95	No	No	4.5	0.21	35000	WELDED	BELOW GROUND	500	40	Yes	0	0	0	0	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	"RANDY W. BEGGS, DIRECTOR OF REGUALTORY COMPLIANCE"	3036494090	 	0	19971126	"THIS PIPELINE SYSTEM IS A 4"" 16 MILE PIPELINE THAT SUPPLIES DIESEL FUEL TOMONTANA RAIL LINK.  THIS SYSTEM IS A LOW STRESS PIPELINE THAT IS AUTOMATICALLYACTIVATED BY FLOAT SWITCHES IN TANKAGE AND IS METERED AT BOTH ENDS.  OPERATORSIN THE BILLINGS OFFICE BEGAN TO NOTICE ABNORMAL DIFFERENCES BETWEEN UPSTREAMAND THE DOWNSTREAM METER TOTALS DURING WEEKLY CLOSEOUTS.  ON OCTOBER 30, 1997,THE LINE WAS BLOCKED IN AND TESTED IN SECTIONS FOR A LEAK.  THE SECOND TESTSECTION, 1.1 MILES IN LENGTH, SHOWED A DEFINITE PRESSURE DROP AND BY NARROWINGTHE TESTS IN THIS SECTION A PIN-HOLE LEAK WAS DISCOVERED IN THE PIPELINE ONNOV. 2, 1997.  INSPECTION OF THE PIPE SHOWED THE LEAD TO BE IN AN AREA, THATAT SOME POINT, HAD BEEN RE-WRAPPED WITH A DIFFERENT COATING.  THE LEAK WAS ANISOLATED CORROSION PIT.  THE CORROSION LOOKED NONACTIVE AND COULD HAVE BEENCAUSED PRIOR TO THE INSTALLATION OF A ADDITIONAL RECTIFIER IN 1987.  CATHODICPROTECTION READINGS INDICATED PROTECTION LEVELS IN THE LEAK AREAS ARE HIGHERTHAN THAT REQUIRED TO CONTROL CORROSION."
19970160	4805	EXPLORER PIPELINE CO	Yes	19971027	1130	OK	OKFUSKEE	 	No	 	No	NW 1/4 OF SE 1/4 OF SECTION 36 T12NR11E. 6 MILES WEST AND 3 MILES NORTH OF HENRYETTA	LINE PIPE	PIPE	 	1971	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	600000	FUEL OIL	2911715	3	2000	1689	No	No	28	0.28	52000	WELDED	BELOW GROUND	672	175	Yes	24	1048	3	71	EXTERNAL	Yes	Yes	OTHER	BACTERIA	NO DATA	 	Null	NO DATA	 	Null	Null	"RODNEY E. SANDS, VICE PRESIDENT OPERATIONS"	9184935100	 	0	19971125	"SEE ATTACHMENT ""A"""
19970161	6856	"KOCH PIPELINE COMPANY, L.P. AMMONIA"	Yes	19971020	945	IA	HANCOCK	 	No	 	No	"ONE MILE SOUTH AND ONE MILE EAST OF GARNER, IA"	NO DATA	OTHER	"THREADED NIPPLE FOR 1"" VA"	1970	OTHER	"FAILED NIPPLE FOR 1"" VALV"	0	0	0	0	0	0	20000	ANHYDROUS AMMONIA	2819815	2	0	0	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Yes	ONE CALL	 	Yes	Yes	"MARC DEVARENNES, OPERATIONS MANAGER"	5734865488	 	0	19971120	"86 TONS WERE RELEASED.  KOCH CONTRACTOR WAS HAND REMOVING SOIL FROM TOP OF THEPIPELINE TO COMPLETE EXCAVATION FOR VALVE MAINTENANCE.  NH3 VAPORS PRESENTCAUSED CONTRACTOR TO LEAVE HOLE FOR MORE PPE.  WHILE PUTTING ON PPE, AMMONIABEGAN RELEASING FROM A 1"" THREADED VALVE FITTING.  LINE WAS ISOLATEDIMMEDIATELY.  NO INJURIES, EXPLOSION, OR FIRE.  FOUND THE 1"" THREADED FITTINGWAS CRACKED AT THE BASE. SENT TO METALURGIST FOR EVALUATION. PRELIMINARYINDICATIONS SHOW CORROSION NOT A FACTOR.  COMPLETE ANALYSIS HAS NOT BEENRECEIVED AT THE TIME OF THIS REPORT."
19970162	30855	EOTT ENERGY PIPELINE LIMITED PARTNERSHIP	No	19971110	630	NM	LEA	 	No	 	No	"SEC. 27, T-21-S, R-36-E.  APPROXIMATELY 5 MILES WEST OF EUNICE, NEW MEXICO"	PUMPING STATION	PUMP	 	1995	OTHER	SEAL FAILURE	0	0	0	0	0	0	6000	CRUDE OIL	1311110	1	721	325	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"LENNAH FROST, ENVIRONMENTAL ENGINEER"	9156872040	 	0	19971119	GAUGER CHECKED STATION AND EQUIPMENT AT 7:30 A.M. ON 11/9/97-NO PROBLEMS.GAUGER RETURNED AT 7:30 A.M. ON 11/10/97 AND FOUND SEAL HAD FAILED ON PUMP.HE SHUT DOWN STATION AND BEGAN EMERGENCY RESPONSE NOTIFICATIONS ANDPROCEDURES. MAINTENANCE CREW RECOVERED 325 BARRELS OF CRUDE OIL.  AREA WILL BEREMEDIATED ON SITE.
19970163	9175	JAYHAWK PIPELINE L.L.C.	Yes	19971022	715	KS	KIOWA	 	No	 	No	"SE 1/4 SECTION 19, TOWNSHIP 30 SOUTH, RANGE 18 WEST IN KIOWA COUNTY, KANSAS 13 MILES SOUTH OF GREENSBURG, KANSAS"	PUMPING STATION	PUMP	 	1966	OTHER	STARTER RELAY SWITCH FAIL	0	0	0	0	0	0	1000	CRUDE OIL	1311110	1	80	77	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	UNDER DEPOSIT CORROSION	NO DATA	 	Null	NO DATA	 	Null	Null	"ALLEN R. WILKERSON, SUPERINTENDENT OF OPERATIONS"	3162419270	 	0	19971118	"THE STARTER RELAY SWITCH HAD BURNED OUT, WHICH DID NOT ALLOW THE STATION PUMPTO START.  OIL RAN OUT OF OVERFLOW LINE ON TANK AND WAS CONTAINED INSIDE TANKDIKE."
19970166	1845	BUCKEYE PIPELINE CO LP	Yes	19971009	1326	MI	WAYNE	MELVINDALE	No	 	No	SEE ATTACHED DRAWING NO. 11783-A	LINE PIPE	LONGITUDINAL WELD	 	1955	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	65000	DIESEL FUEL	2911315	3	1677	1650	No	No	10	0.28	2390	WELDED	BELOW GROUND	1120	680	Yes	24	1502	10	75	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	"C.A. OSTACH, MANAGER, OPERATIONS SERVICES"	6107704495	 	0	19971107	"ON THURSDAY, OCTOBER 9, 1997, AT 1222, BUCKEYE COMMENCED PUMPING FROM ITSDETROIT STATION WESTWARD TOWARD ITS WAYNE STATION. AT 1250, BUCKEYE'S DETROITSTATION PUMP UNITS WENT DOWN ON LOW SUCTION.  GIVEN ABNORMAL PRESSURE AND FLOWRATE CONDITIONS, DETROIT STATION REMAINED SHUTDOWN.  PERSONNEL BEGANIMMEDIATELY TO WALK AND INVESTIGATE THE DETROIT TO WAYNE 10"" LINE SECTION. ONFRIDAY, OCTOBER 10, 1997, BUCKEYE CONFIRMED AND LOCATED A RELEASE FROM THE 10""DETROIT TO WAYNE STATIONS LINE SECTION.  THE RELEASE WAS LOCATED ON THEMARATHON REFINERY PROPERTY, INSIDE MARATHON'S TANK #110 DIKE AREA.  ALLAPPPLICABLE REGULATORY AGENCIES WERE NOTIFIED AND ALL RELEASED PRODUCT WASCONTAINED AND COLLECTED IN MARATHON'S TANK DIKE DRAIN SYSTEM THT FEEDS INTO ANOIL/WATER SEPARATOR.  RECOVERY AND CLEANUP ACTIVITIES WERE CONDUCTED UNDER THESUPERVISION OF THE MICHIGAN DEPARTMENT OF ENVIRONMENTAL QUALITY."
19970167	19237	"TE PRODUCTS PIPELINE CO., LP"	Yes	19971004	815	MO	STODDARD	 	No	 	No	"12 MILES WEST OF SIKESTON, MO ON STATE ROAD AB"	LINE PIPE	OTHER	 	1978	OTHER	FAILED GASKET	0	0	0	0	0	0	50000	JET FUEL	2911130	1	18	10	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"O.H. CUNNINGHAM, VICE PRESIDENT TECHNICAL SERVICES"	7137593615	 	0	19971107	"ON OCTOBER 4, 1997, AT APPROXIMATELY 0815 HOURS, CDT, TEPPCO PERSONNELRECEIVED A TELEPHONIC NOTICE OF POTENTIAL RELEASE OF PRODUCT.  THE EMERGENCYPLAN WAS IMMEDIATELY INITIATED AND THE LINE WAS SHUT DOWN.  PERSONNEL ANDTEPPCO'S OSRO WERE IMMEDIATELY DISPATCHED TO THE LOCATION IDENTIFIED BY THECALLER.  ON ARRIVAL AT THE SCENE, IT WAS IMMEDIATELY DETERMINED A GASKETBETWEEN THE VALVE FLANGE AND THE PIPE FLANGE HAD FAILED.  THE GASKET WASREMOVED AND REPLACED.  REMEDIATION TO THE AFFECTED AREA BEGAN IMMEDIATELY.THE SYSTEM WAS PLACED BACK INTO THE SERVICE LATE EVENING, OCTOBER 4, 1997."
19970168	18519	SANTA FE PACIFIC PIPELINE CO	No	19970417	838	CA	IMPERIAL	 	No	 	No	"2 MILES NO. OF SHANK ROAD, BRAWLEY, CA, LS-58 PLMP 15.6"	LINE PIPE	PIPE	 	1958	OTHER	 	0	0	0	0	0	0	150000	DIESEL FUEL	2911315	3	70	50	No	No	6	0.22	0	WELDED	BELOW GROUND	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"J.M. ABBOUD, SENIOR VICE PRESIDENT, OPERATIONS & ENGINEERING"	7145604720	 	0	19971028	A LEAK OF DIESEL FUEL WAS OBSERVED BY A FARMER WORKING IN A FIELD NEXT TO THEBURIED PIPE.  THE PIPE IS IN A CASING THAT CROSSES BENEATH A SET OF RAILROADTRACKS.  THE LEAKED FUEL ESCAPED FROM THE CASING THROUGH A VENT PIPE ANDSTAINED THE SURFACE SOILS.  THE LEAK WAS REPAIRED BY REPLACING THE PIPE ANDSEVERAL HUNDRED CUBIC YARDS OF AFFECTED SOIL WERE EXCAVATED AND TREATED.
19970169	9175	JAYHAWK PIPELINE L.L.C.	Yes	19971001	1120	KS	SEDGWICK	 	No	 	No	", NE QUARTER SECTION 12-TOWNSHIP 26 SOUTH-RANGE 1 WEST, 4 MILES SOUTH OF VALLEY CENTER, KANSAS"	LINE PIPE	PIPE	 	1925	OTHER	DAMAGE BY OTHERS	0	0	0	0	0	0	42600	CRUDE OIL	1311110	1	160	145	No	No	8.63	0.32	42000	WELDED	BELOW GROUND	900	9	Yes	0	1440	0	0	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Yes	ONE CALL	 	Yes	Yes	"ALLEN R. WILKERSON, SUPERINTENDENT OF OPERATIONS"	3162419270	 	0	19971104	"THE PIPELINE WAS DOWN, AND ON AN UNKNOWN DATE, THE PIPELINE WAS HIT ON THE TOPOF THE LINE, PIERCING THE PIPE.  NO CALLS WERE MADE TO JAYHAWK CONCERNING THELINE BEING DAMAGED.  ON OCTOBER 1, 1997, JAYHAWK OPENED LINE FOR DELIVERIESAND SPILL OCCURRED FROM DAMAGED PIPE.  THE PIPELINE WAS UNCOVERED AND REPLACEDWITH PRETESTED PIPE ON OCTOBER 1,1997 AND CLEANUP WAS FINISHED OCTOBER 2, 1997."
19970170	22855	"KOCH PIPELINE COMPANY, L.P."	Yes	19970929	908	OK	BEAVER	 	No	 	No	"N1/2 OF SEC. 12 T4N R20E, 2 MILES S & 1/2 MILE E ON SOUTH SIDE OF HWY. 83 NEAR TURPIN, OK"	LINE PIPE	PIPE	 	1984	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	16250	NOT GIVEN	9999999	2	749	0	No	No	4	0.16	42000	WELDED	BELOW GROUND	1440	1018	Yes	8	1834	3	94	NO DATA	Yes	Yes	NO DATA	 	DAMAGE BY OTHERS	 	Null	NO DATA	 	Null	Null	"JERRY ROGERS, HEALTH & SAFETY MANAGER"	4053952377	 	0	19971103	THIRD PARTY DOZER STRUCK PIPELINE CAUSING RELEASE OF PRODUCT.
