X,Y,OBJECTID,DISTRICT,ROUTE,ROUTE_SFX,COUNTY,PM_PFX,PM,PM_SFX,LOCATION_DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT
-13310636.7298,4087313.4202,11633,5,192,,SB,,12.49,,TORO CANYON CREEK,370.0,2200.0,1900.0,370.0,2200.0,1900.0
-13310636.7298,4087313.4202,11634,5,192,,SB,,12.49,,TORO CANYON CREEK,370.0,2200.0,1900.0,370.0,2200.0,1900.0
-13304333.4707,4083696.3109,11635,5,192,,SB,,17.44,,"CARPINTERIA, LINDEN AVENUE",650.0,4400.0,4100.0,530.0,3450.0,3300.0
-13304333.4707,4083696.3109,11636,5,192,,SB,,17.44,,"CARPINTERIA, LINDEN AVENUE",650.0,4400.0,4100.0,530.0,3450.0,3300.0
-13298552.3563,4081423.9405,11637,5,192,,SB,,21.03,,JCT RTE 150/192,150.0,1100.0,1000.0,,,
-13298552.3563,4081423.9405,11638,5,192,,SB,,21.03,,JCT RTE 150/192,150.0,1100.0,1000.0,,,
-13496152.9275,4705432.8565,11639,3,193,,PLA,,3.0,,SIERRA COLLEGE BOULEVARD,,,,1100.0,10100.0,9300.0
-13496152.9275,4705432.8565,11640,3,193,,PLA,,3.0,,SIERRA COLLEGE BOULEVARD,,,,1100.0,10100.0,9300.0
-13489760.4365,4706118.45,11641,3,193,,PLA,,6.37,,GOLD HILL ROAD,320.0,3500.0,3500.0,350.0,4150.0,4000.0
-13489760.4365,4706118.45,11642,3,193,,PLA,,6.37,,GOLD HILL ROAD,320.0,3500.0,3500.0,350.0,4150.0,4000.0
-13484320.8718,4704141.8244,11643,3,193,,PLA,,9.77,,TAYLOR ROAD,400.0,4300.0,4150.0,660.0,6800.0,6600.0
-13484320.8718,4704141.8244,11644,3,193,,PLA,,9.77,,TAYLOR ROAD,400.0,4300.0,4150.0,660.0,6800.0,6600.0
-13483679.3824,4704243.9163,11645,3,193,,PLA,,10.194,,"NEWCASTLE, JCT. RTE. 80",660.0,6600.0,6600.0,680.0,6300.0,6200.0
-13483679.3824,4704243.9163,11646,3,193,,PLA,,10.194,,"NEWCASTLE, JCT. RTE. 80",660.0,6600.0,6600.0,680.0,6300.0,6200.0
-13483424.2595,4704174.538,11647,3,193,,PLA,,10.427,,"COOL, JCT. RTE. 49",680.0,6300.0,6200.0,,,
-13483424.2595,4704174.538,11648,3,193,,PLA,,10.427,,"COOL, JCT. RTE. 49",680.0,6300.0,6200.0,,,
-13471432.0315,4705498.6132,11649,3,193,,ED,,0.0,,"COOL, JCT. RTE. 49",,,,630.0,6300.0,6200.0
-13471432.0315,4705498.6132,11650,3,193,,ED,,0.0,,"COOL, JCT. RTE. 49",,,,630.0,6300.0,6200.0
-13469801.2,4706060.2575,11651,3,193,,ED,,0.856,,AMERICAN RIVER ROAD,550.0,5800.0,5700.0,480.0,5000.0,4900.0
-13469801.2,4706060.2575,11652,3,193,,ED,,0.856,,AMERICAN RIVER ROAD,550.0,5800.0,5700.0,480.0,5000.0,4900.0
-13467433.3619,4707165.0423,11653,3,193,,ED,R,2.169,,AUBURN LAKE TRAIL ROAD,480.0,4950.0,4900.0,440.0,4850.0,4750.0
-13467433.3619,4707165.0423,11654,3,193,,ED,R,2.169,,AUBURN LAKE TRAIL ROAD,480.0,4950.0,4900.0,440.0,4850.0,4750.0
-13452812.2785,4708545.6847,11655,3,193,,ED,,12.19,,EVERGREEN COURT ROAD,330.0,3600.0,3600.0,330.0,3600.0,3600.0
-13452812.2785,4708545.6847,11656,3,193,,ED,,12.19,,EVERGREEN COURT ROAD,330.0,3600.0,3600.0,330.0,3600.0,3600.0
-13451843.584,4708132.2956,11657,3,193,,ED,,12.699,,"GEORGETOWN, LOWER MAIN STREET",330.0,3600.0,3450.0,260.0,2900.0,2750.0
-13451843.584,4708132.2956,11658,3,193,,ED,,12.699,,"GEORGETOWN, LOWER MAIN STREET",330.0,3600.0,3450.0,260.0,2900.0,2750.0
-13451063.5203,4701410.2944,11659,3,193,,ED,,16.105,,BLACK OAK MINE ROAD,190.0,2400.0,2300.0,130.0,1650.0,1600.0
-13451063.5203,4701410.2944,11660,3,193,,ED,,16.105,,BLACK OAK MINE ROAD,190.0,2400.0,2300.0,130.0,1650.0,1600.0
-13449874.8865,4695392.1109,11661,3,193,,ED,,19.4,,GARDEN VALLEY ROAD,130.0,1650.0,1600.0,170.0,1750.0,1700.0
-13449874.8865,4695392.1109,11662,3,193,,ED,,19.4,,GARDEN VALLEY ROAD,130.0,1650.0,1600.0,170.0,1750.0,1700.0
-13448651.2141,4684156.1019,11663,3,193,,ED,,26.95,,JCT. RTE. 49,220.0,1700.0,1700.0,,,
-13448651.2141,4684156.1019,11664,3,193,,ED,,26.95,,JCT. RTE. 49,220.0,1700.0,1700.0,,,
-13812661.9022,5131911.3831,11665,1,197,,DN,R,0.0,,JCT. RTE. 199,,,,870.0,5100.0,3070.0
-13812661.9022,5131911.3831,11666,1,197,,DN,R,0.0,,JCT. RTE. 199,,,,870.0,5100.0,3070.0
-13813919.3901,5133630.5963,11667,1,197,,DN,R,1.285,,SIMPSON PARK DR,370.0,3600.0,2600.0,370.0,3600.0,2600.0
-13813919.3901,5133630.5963,11668,1,197,,DN,R,1.285,,SIMPSON PARK DR,370.0,3600.0,2600.0,370.0,3600.0,2600.0
-13818837.1221,5143262.2932,11669,1,197,,DN,,7.08,,JCT. RTE. 101,370.0,3500.0,3000.0,,,
-13818837.1221,5143262.2932,11670,1,197,,DN,,7.08,,JCT. RTE. 101,370.0,3500.0,3000.0,,,
-13472260.1089,4317429.2651,11671,5,198,,MON,R,0.11,,JCT. RTE. 101,,,,260.0,2800.0,2400.0
-13472260.1089,4317429.2651,11672,5,198,,MON,R,0.11,,JCT. RTE. 101,,,,260.0,2800.0,2400.0
-13471019.4141,4318692.3355,11673,5,198,,MON,,0.5,,"SAN LUCAS, EAST",260.0,2800.0,2400.0,100.0,1000.0,850.0
-13471019.4141,4318692.3355,11674,5,198,,MON,,0.5,,"SAN LUCAS, EAST",260.0,2800.0,2400.0,100.0,1000.0,850.0
-13449754.1249,4326415.3329,11675,5,198,,MON,,13.995,,JCT. RTE. 25 NORTH,100.0,1000.0,880.0,90.0,950.0,830.0
-13449754.1249,4326415.3329,11676,5,198,,MON,,13.995,,JCT. RTE. 25 NORTH,100.0,1000.0,880.0,90.0,950.0,830.0
-13432319.6258,4323669.9173,11677,5,198,,MON,,25.786,,MONTEREY/FRESNO COUNTY LINE,100.0,950.0,850.0,,,
-13432319.6258,4323669.9173,11678,5,198,,MON,,25.786,,MONTEREY/FRESNO COUNTY LINE,100.0,950.0,850.0,,,
-13432319.6258,4323669.9173,11679,6,198,,FRE,,0.0,,MONTEREY/FRESNO COUNTY LINE,,,,90.0,900.0,830.0
-13432319.6258,4323669.9173,11680,6,198,,FRE,,0.0,,MONTEREY/FRESNO COUNTY LINE,,,,90.0,900.0,830.0
-13411846.9629,4311909.1191,11681,6,198,,FRE,,12.33,,PARKFIELD JUNCTION,90.0,900.0,830.0,90.0,900.0,830.0
-13411846.9629,4311909.1191,11682,6,198,,FRE,,12.33,,PARKFIELD JUNCTION,90.0,900.0,830.0,90.0,900.0,830.0
-13403139.9821,4315222.8327,11683,6,198,,FRE,,19.145,,COALINGA CREEK,90.0,900.0,840.0,90.0,950.0,860.0
-13403139.9821,4315222.8327,11684,6,198,,FRE,,19.145,,COALINGA CREEK,90.0,900.0,840.0,90.0,950.0,860.0
-13400013.6268,4317414.9294,11685,6,198,,FRE,,21.19,,FIRESTONE AVENUE,90.0,950.0,860.0,100.0,1100.0,1000.0
-13400013.6268,4317414.9294,11686,6,198,,FRE,,21.19,,FIRESTONE AVENUE,90.0,950.0,860.0,100.0,1100.0,1000.0
-13399562.7717,4318419.1485,11687,6,198,,FRE,,21.74,,"COALINGA, SOUTH CITY LIMITS",100.0,1100.0,1000.0,310.0,3350.0,3100.0
-13399562.7717,4318419.1485,11688,6,198,,FRE,,21.74,,"COALINGA, SOUTH CITY LIMITS",100.0,1100.0,1000.0,310.0,3350.0,3100.0
-13398798.3925,4319407.3851,11689,6,198,,FRE,,22.37,,"COALINGA, 8TH/POLK STREETS",310.0,3350.0,3100.0,650.0,7000.0,6400.0
-13398798.3925,4319407.3851,11690,6,198,,FRE,,22.37,,"COALINGA, 8TH/POLK STREETS",310.0,3350.0,3100.0,650.0,7000.0,6400.0
-13393440.5718,4334559.7598,11691,6,198,,FRE,,22.66,,JCT. RTE. 33,630.0,6900.0,6300.0,180.0,1950.0,1800.0
-13393440.5718,4334559.7598,11692,6,198,,FRE,,22.66,,JCT. RTE. 33,630.0,6900.0,6300.0,180.0,1950.0,1800.0
-13385498.0907,4335680.6597,11693,6,198,,FRE,,26.814,,JCT. RTE. 5,180.0,2000.0,1850.0,420.0,4500.0,4200.0
-13385498.0907,4335680.6597,11694,6,198,,FRE,,26.814,,JCT. RTE. 5,180.0,2000.0,1850.0,420.0,4500.0,4200.0
-13369870.4667,4335818.8814,11695,6,198,,FRE,,34.66,,JCT. RTE. 269,400.0,4300.0,4000.0,520.0,5500.0,5100.0
-13369870.4667,4335818.8814,11696,6,198,,FRE,,34.66,,JCT. RTE. 269,400.0,4300.0,4000.0,520.0,5500.0,5100.0
-13353785.3221,4335836.2972,11697,6,198,,FRE,,42.731,,FRESNO/KINGS COUNTY LINE,540.0,5500.0,5000.0,,,
-13353785.3221,4335836.2972,11698,6,198,,FRE,,42.731,,FRESNO/KINGS COUNTY LINE,540.0,5500.0,5000.0,,,
-13353785.3221,4335836.2972,11699,6,198,,KIN,,0.0,,FRESNO/KINGS COUNTY LINE,,,,540.0,5500.0,5000.0
-13353785.3221,4335836.2972,11700,6,198,,KIN,,0.0,,FRESNO/KINGS COUNTY LINE,,,,540.0,5500.0,5000.0
-13347764.1771,4335819.5445,11701,6,198,,KIN,,3.011,,MAIN GATE LEMOORE NAVAL AIR STATION,540.0,5500.0,5000.0,1550.0,14900.0,14000.0
-13347766.4694,4335829.6161,11702,6,198,,KIN,,3.011,,MAIN GATE LEMOORE NAVAL AIR STATION,540.0,5500.0,5000.0,1550.0,14900.0,14000.0
-13343820.344,4335845.7333,11703,6,198,,KIN,,4.992,,AVENAL CUTOFF ROAD,1600.0,15500.0,14500.0,2200.0,21200.0,19800.0
-13343821.3636,4335871.9336,11704,6,198,,KIN,,4.992,,AVENAL CUTOFF ROAD,1600.0,15500.0,14500.0,2200.0,21200.0,19800.0
-13336973.3596,4339515.4827,11705,6,198,,KIN,R,8.897,,JCT. RTE. 41,2250.0,21400.0,20000.0,2350.0,24900.0,23100.0
-13336975.6516,4339539.1299,11706,6,198,,KIN,R,8.897,,JCT. RTE. 41,2250.0,21400.0,20000.0,2350.0,24900.0,23100.0
-13335958.5086,4340072.0781,11707,6,198,,KIN,R,9.47,,19TH AVE,2350.0,24900.0,23100.0,2600.0,28000.0,26500.0
-13335958.673,4340091.9973,11708,6,198,,KIN,R,9.47,,19TH AVE,2350.0,24900.0,23100.0,2600.0,28000.0,26500.0
-13333947.1504,4340818.4908,11709,6,198,,KIN,R,10.561,,18TH AVENUE,2600.0,28000.0,26500.0,2950.0,32500.0,30000.0
-13333946.1968,4340832.2625,11710,6,198,,KIN,R,10.561,,18TH AVENUE,2600.0,28000.0,26500.0,2950.0,32500.0,30000.0
-13331058.5291,4341644.8146,11711,6,198,,KIN,R,12.106,,HOUSTON AVENUE,2950.0,32500.0,30000.0,3650.0,41000.0,38500.0
-13331078.5377,4341654.8815,11712,6,198,,KIN,R,12.106,,HOUSTON AVENUE,2950.0,32500.0,30000.0,3650.0,41000.0,38500.0
-13325984.3818,4343192.2874,11713,6,198,,KIN,R,14.767,,14TH AVENUE,3650.0,41000.0,38500.0,3850.0,43000.0,41000.0
-13325986.8853,4343213.211,11714,6,198,,KIN,R,14.767,,14TH AVENUE,3650.0,41000.0,38500.0,3850.0,43000.0,41000.0
-13324159.5364,4343907.6181,11715,6,198,,KIN,R,15.745,,HANFORD/ARMONA ROAD,3850.0,43000.0,41000.0,3750.0,42000.0,40500.0
-13324179.8763,4343919.3376,11716,6,198,,KIN,R,15.745,,HANFORD/ARMONA ROAD,3850.0,43000.0,41000.0,3750.0,42000.0,40500.0
-13321932.3456,4344544.6118,11717,6,198,,KIN,R,16.91,,12TH AVENUE,3750.0,42000.0,40500.0,3750.0,42000.0,40000.0
-13321930.58,4344559.1081,11718,6,198,,KIN,R,16.91,,12TH AVENUE,3750.0,42000.0,40500.0,3750.0,42000.0,40000.0
-13319978.1243,4344917.0681,11719,6,198,,KIN,R,17.912,,"HANFORD, 11TH AVENUE",3750.0,42000.0,40000.0,3000.0,34000.0,32000.0
-13319977.2485,4344936.3273,11720,6,198,,KIN,R,17.912,,"HANFORD, 11TH AVENUE",3750.0,42000.0,40000.0,3000.0,34000.0,32000.0
-13317925.8583,4345307.9374,11721,6,198,,KIN,R,18.959,,"HANFORD, 10TH AVENUE",2700.0,31000.0,29000.0,3050.0,34500.0,32500.0
-13317926.6297,4345325.2529,11722,6,198,,KIN,R,18.959,,"HANFORD, 10TH AVENUE",2700.0,31000.0,29000.0,3050.0,34500.0,32500.0
-13313915.7573,4345455.9625,11723,6,198,,KIN,R,20.975,,JCT. RTE. 43,3050.0,34500.0,32500.0,3200.0,35500.0,34000.0
-13313916.4288,4345477.0067,11724,6,198,,KIN,R,20.975,,JCT. RTE. 43,3050.0,34500.0,32500.0,3200.0,35500.0,34000.0
-13309930.0407,4345877.4168,11725,6,198,,KIN,,23.32,,SIXTH AVENUE,3200.0,35500.0,34000.0,3200.0,35500.0,34000.0
-13309929.5551,4345922.6229,11726,6,198,,KIN,,23.32,,SIXTH AVENUE,3200.0,35500.0,34000.0,3200.0,35500.0,34000.0
-13299933.3356,4345795.5222,11727,6,198,,KIN,,28.325,,KINGS/TULARE COUNTY LINE,3200.0,35500.0,34000.0,,,
-13299934.9045,4345843.9393,11728,6,198,,KIN,,28.325,,KINGS/TULARE COUNTY LINE,3200.0,35500.0,34000.0,,,
-13299933.3356,4345795.5222,11729,6,198,,TUL,,0.0,,KINGS/TULARE COUNTY LINE,,,,3000.0,33000.0,31500.0
-13299934.9045,4345843.9393,11730,6,198,,TUL,,0.0,,KINGS/TULARE COUNTY LINE,,,,3000.0,33000.0,31500.0
-13291538.6086,4345734.7427,11731,6,198,,TUL,R,4.248,,END INDEP ALIGN,,,,5800.0,63000.0,61000.0
-13291532.9763,4345755.1884,11732,6,198,,TUL,R,4.248,,END INDEP ALIGN,,,,5800.0,63000.0,61000.0
-13290435.7885,4345737.3511,11733,6,198,,TUL,R,4.796,,"ALTA AVENUE; COUNTY ROAD 80",5800.0,63000.0,61000.0,6100.0,67000.0,65000.0
-13290435.969,4345756.1688,11734,6,198,,TUL,R,4.796,,"ALTA AVENUE; COUNTY ROAD 80",5800.0,63000.0,61000.0,6100.0,67000.0,65000.0
-13287949.955,4345724.181,11735,6,198,,TUL,,5.76,,"ROAD 92, SHIRK RD",6100.0,67000.0,65000.0,6200.0,69000.0,66000.0
-13287946.1887,4345744.5543,11736,6,198,,TUL,,5.76,,"ROAD 92, SHIRK RD",6100.0,67000.0,65000.0,6200.0,69000.0,66000.0
-13285952.7057,4345731.3625,11737,6,198,,TUL,,6.76,,"ROAD 100, AKERS RD",6200.0,69000.0,66000.0,6600.0,72000.0,69000.0
-13285955.2286,4345762.0495,11738,6,198,,TUL,,6.76,,"ROAD 100, AKERS RD",6200.0,69000.0,66000.0,6600.0,72000.0,69000.0
-13283959.5021,4345715.5053,11739,6,198,,TUL,,7.76,,DEMAREE ROAD,6600.0,72000.0,69000.0,6900.0,75000.0,72000.0
-13283959.9361,4345744.1301,11740,6,198,,TUL,,7.76,,DEMAREE ROAD,6600.0,72000.0,69000.0,6900.0,75000.0,72000.0
-13283279.6646,4345720.7792,11741,6,198,,TUL,,8.1,,"VISALIA, WEST MAIN STREET/ WHITNEY DRIVE",7100.0,77000.0,74000.0,7100.0,77000.0,74000.0
-13283280.126,4345748.5597,11742,6,198,,TUL,,8.1,,"VISALIA, WEST MAIN STREET/ WHITNEY DRIVE",7100.0,77000.0,74000.0,7100.0,77000.0,74000.0
-13281985.2563,4345694.6716,11743,6,198,,TUL,R,8.753,,"VISALIA, JCT. RTE. 63 SOUTH",6900.0,75000.0,72000.0,6600.0,73000.0,69000.0
-13281981.7454,4345722.5891,11744,6,198,,TUL,R,8.753,,"VISALIA, JCT. RTE. 63 SOUTH",6900.0,75000.0,72000.0,6600.0,73000.0,69000.0
-13279555.1864,4345687.9076,11745,6,198,,TUL,R,9.967,,"VISALIA, JCT. RTE. 63 NORTH",6600.0,73000.0,69000.0,5400.0,60000.0,57000.0
-13279557.627,4345709.279,11746,6,198,,TUL,R,9.967,,"VISALIA, JCT. RTE. 63 NORTH",6600.0,73000.0,69000.0,5400.0,60000.0,57000.0
-13278019.3126,4345650.8323,11747,6,198,,TUL,R,10.734,,BEN MADDOX WAY,5400.0,60000.0,57000.0,4600.0,50000.0,48000.0
-13278022.0998,4345673.4049,11748,6,198,,TUL,R,10.734,,BEN MADDOX WAY,5400.0,60000.0,57000.0,4600.0,50000.0,48000.0
-13276075.2267,4345782.0983,11749,6,198,,TUL,R,11.719,,LOVERS LANE,4600.0,50000.0,48000.0,3500.0,38500.0,36500.0
-13276075.6929,4345799.7315,11750,6,198,,TUL,R,11.719,,LOVERS LANE,4600.0,50000.0,48000.0,3500.0,38500.0,36500.0
-13272056.7243,4345635.77,11751,6,198,,TUL,R,13.737,,COUNTY ROAD 156,3500.0,38500.0,36500.0,3150.0,35000.0,33000.0
-13272057.5483,4345651.5607,11752,6,198,,TUL,R,13.737,,COUNTY ROAD 156,3500.0,38500.0,36500.0,3150.0,35000.0,33000.0
-13270227.2108,4345665.5681,11753,6,198,,TUL,R,14.653,,COUNTY ROAD 164,3150.0,35000.0,33000.0,2550.0,28500.0,26500.0
-13270234.1126,4345682.0863,11754,6,198,,TUL,R,14.653,,COUNTY ROAD 164,3150.0,35000.0,33000.0,2550.0,28500.0,26500.0
-13262036.0089,4345590.6842,11755,6,198,,TUL,R,18.761,,JCT. RTE. 65 SOUTH,2200.0,24700.0,23200.0,1450.0,16200.0,15300.0
-13262035.3089,4345609.3691,11756,6,198,,TUL,R,18.761,,JCT. RTE. 65 SOUTH,2200.0,24700.0,23200.0,1450.0,16200.0,15300.0
-13260038.0584,4345536.4836,11757,6,198,,TUL,R,19.762,,JCT. RTE. 245 NORTH,1550.0,16200.0,15300.0,820.0,8300.0,6700.0
-13260037.6018,4345551.5345,11758,6,198,,TUL,R,19.762,,JCT. RTE. 245 NORTH,1550.0,16200.0,15300.0,820.0,8300.0,6700.0
-13250016.7975,4352417.2538,11759,6,198,,TUL,,26.48,,AVE 324,680.0,6000.0,5000.0,680.0,6000.0,5000.0
-13250016.7975,4352417.2538,11760,6,198,,TUL,,26.48,,AVE 324,680.0,6000.0,5000.0,680.0,6000.0,5000.0
-13249814.1111,4353269.818,11761,6,198,,TUL,,26.931,,S LIM LEMON COVE,850.0,6500.0,5100.0,850.0,6500.0,5100.0
-13249814.1111,4353269.818,11762,6,198,,TUL,,26.931,,S LIM LEMON COVE,850.0,6500.0,5100.0,850.0,6500.0,5100.0
-13249447.7045,4355143.4721,11763,6,198,,TUL,,27.96,,JCT. RTE. 216 WEST,850.0,6500.0,5100.0,810.0,6600.0,4850.0
-13249447.7045,4355143.4721,11764,6,198,,TUL,,27.96,,JCT. RTE. 216 WEST,850.0,6500.0,5100.0,810.0,6600.0,4850.0
-13245741.5635,4355214.0451,11765,6,198,,TUL,,30.75,,LAKE KAWEAH BOAT LAUNCHING MARINA,810.0,6600.0,4850.0,690.0,6500.0,4050.0
-13245741.5635,4355214.0451,11766,6,198,,TUL,,30.75,,LAKE KAWEAH BOAT LAUNCHING MARINA,810.0,6600.0,4850.0,690.0,6500.0,4050.0
-13239647.5138,4357433.1799,11767,6,198,,TUL,,35.91,,MORO ROAD (TO STIVERS RANCH),640.0,6000.0,3750.0,640.0,6000.0,3750.0
-13239647.5138,4357433.1799,11768,6,198,,TUL,,35.91,,MORO ROAD (TO STIVERS RANCH),640.0,6000.0,3750.0,640.0,6000.0,3750.0
-13237619.9198,4359195.3935,11769,6,198,,TUL,,37.4,,WEST LIMITS THREE RIVERS,640.0,6000.0,3750.0,640.0,6000.0,3750.0
-13237619.9198,4359195.3935,11770,6,198,,TUL,,37.4,,WEST LIMITS THREE RIVERS,640.0,6000.0,3750.0,640.0,6000.0,3750.0
-13237619.672,4359197.3848,11771,6,198,,TUL,,37.401,,W LIM THREE RIVERS,640.0,6000.0,3750.0,670.0,6300.0,3950.0
-13237619.672,4359197.3848,11772,6,198,,TUL,,37.401,,W LIM THREE RIVERS,640.0,6000.0,3750.0,670.0,6300.0,3950.0
-13236853.7133,4360412.4615,11773,6,198,,TUL,,38.13,,SOUTH FORK DRIVE (RIGHT,820.0,6300.0,4600.0,820.0,6300.0,4600.0
-13236853.7133,4360412.4615,11774,6,198,,TUL,,38.13,,SOUTH FORK DRIVE (RIGHT,820.0,6300.0,4600.0,820.0,6300.0,4600.0
-13236494.0764,4361025.474,11775,6,198,,TUL,,38.49,,"THREE RIVERS, NORTH FORK DRIVE (COUNTY ROAD TO KAWEAH)",670.0,6300.0,3950.0,640.0,6000.0,3750.0
-13236494.0764,4361025.474,11776,6,198,,TUL,,38.49,,"THREE RIVERS, NORTH FORK DRIVE (COUNTY ROAD TO KAWEAH)",670.0,6300.0,3950.0,640.0,6000.0,3750.0
-13236233.3629,4361865.6783,11777,6,198,,TUL,,38.93,,EGGERS DRIVE (RIGHT),760.0,6000.0,4400.0,680.0,6000.0,4000.0
-13236233.3629,4361865.6783,11778,6,198,,TUL,,38.93,,EGGERS DRIVE (RIGHT),760.0,6000.0,4400.0,680.0,6000.0,4000.0
-13235339.2839,4363052.8762,11779,6,198,,TUL,,39.691,,E LIM THREE RIVERS,580.0,5100.0,3400.0,580.0,5100.0,3400.0
-13235339.2839,4363052.8762,11780,6,198,,TUL,,39.691,,E LIM THREE RIVERS,580.0,5100.0,3400.0,580.0,5100.0,3400.0
-13231348.9828,4365039.8943,11781,6,198,,TUL,,42.35,,"THREE RIVERS, MINERAL KING ROAD",580.0,5100.0,3400.0,380.0,3000.0,1900.0
-13231348.9828,4365039.8943,11782,6,198,,TUL,,42.35,,"THREE RIVERS, MINERAL KING ROAD",580.0,5100.0,3400.0,380.0,3000.0,1900.0
-13229012.1232,4367099.9676,11783,6,198,,TUL,,44.163,,SEQUOIA NATIONAL PARK BOUNDARY,380.0,3000.0,1900.0,,,
-13229012.1232,4367099.9676,11784,6,198,,TUL,,44.163,,SEQUOIA NATIONAL PARK BOUNDARY,380.0,3000.0,1900.0,,,
-13812665.6838,5131916.6489,11785,1,199,,DN,,4.37,,JCT. RTE. 197 NORTH,600.0,5200.0,3700.0,970.0,7800.0,5710.0
-13812665.6838,5131916.6489,11786,1,199,,DN,,4.37,,JCT. RTE. 197 NORTH,600.0,5200.0,3700.0,970.0,7800.0,5710.0
-13811132.2888,5129905.1991,11787,1,199,,DN,,5.9,,"HIOUCHI VILLAGE, EAST",820.0,9000.0,5900.0,770.0,7900.0,6000.0
-13811132.2888,5129905.1991,11788,1,199,,DN,,5.9,,"HIOUCHI VILLAGE, EAST",820.0,9000.0,5900.0,770.0,7900.0,6000.0
-13799422.0421,5137548.9839,11789,1,199,,DN,T,14.636,,"GASQUET, EAST",540.0,6600.0,5400.0,540.0,6600.0,5400.0
-13799417.567,5137560.3405,11790,1,199,,DN,T,14.636,,"GASQUET, EAST",540.0,6600.0,5400.0,540.0,6600.0,5400.0
-13772608.2245,5160512.7644,11791,1,199,,DN,,36.408,,OREGON STATE LINE,480.0,5900.0,4700.0,,,
-13772608.2245,5160512.7644,11792,1,199,,DN,,36.408,,OREGON STATE LINE,480.0,5900.0,4700.0,,,
-13814592.433,5000697.4765,11793,1,200,,HUM,R,0.0,,JCT. RTE. 101,,,,270.0,2550.0,2350.0
-13814592.433,5000697.4765,11794,1,200,,HUM,R,0.0,,JCT. RTE. 101,,,,270.0,2550.0,2350.0
-13812482.7202,4999961.043,11795,1,200,,HUM,,1.287,,AZALEA AVENUE,280.0,2800.0,2600.0,260.0,2700.0,2500.0
-13812482.7202,4999961.043,11796,1,200,,HUM,,1.287,,AZALEA AVENUE,280.0,2800.0,2600.0,260.0,2700.0,2500.0
-13810084.9738,4999092.4623,11797,1,200,,HUM,R,2.681,,JCT. RTE. 299,250.0,2600.0,2200.0,,,
-13810084.9738,4999092.4623,11798,1,200,,HUM,R,2.681,,JCT. RTE. 299,250.0,2600.0,2200.0,,,
-13309505.5169,4372116.2516,11799,6,201,,FRE,,0.0,,"KINGSBURG, JCT. RTE. 99",,,,1200.0,13700.0,13100.0
-13309506.8196,4372126.2445,11800,6,201,,FRE,,0.0,,"KINGSBURG, JCT. RTE. 99",,,,1200.0,13700.0,13100.0
-13309239.6665,4372117.7207,11801,6,201,,FRE,,0.14,,"KINGSBURG, SIMPSON STREET",1200.0,13700.0,13100.0,1250.0,12900.0,12000.0
-13309246.5289,4372127.6829,11802,6,201,,FRE,,0.14,,"KINGSBURG, SIMPSON STREET",1200.0,13700.0,13100.0,1250.0,12900.0,12000.0
-13308952.6832,4372116.997,11803,6,201,,FRE,,0.28,,"KINGSBURG, MARION STREET",1250.0,12900.0,12000.0,790.0,8200.0,7500.0
-13308955.6308,4372126.9898,11804,6,201,,FRE,,0.28,,"KINGSBURG, MARION STREET",1250.0,12900.0,12000.0,790.0,8200.0,7500.0
-13308100.6155,4372120.7889,11805,6,201,,FRE,,0.72,,"KINGSBURG, DRAPER STREET",790.0,8000.0,7500.0,1050.0,10400.0,9900.0
-13308100.6155,4372120.7889,11806,6,201,,FRE,,0.72,,"KINGSBURG, DRAPER STREET",790.0,8000.0,7500.0,1050.0,10400.0,9900.0
-13308010.6286,4372122.5329,11807,6,201,,FRE,,0.752,,"KINGSBURG, 18TH AVENUE",1050.0,10400.0,9900.0,850.0,8900.0,8100.0
-13308010.6286,4372122.5329,11808,6,201,,FRE,,0.752,,"KINGSBURG, 18TH AVENUE",1050.0,10400.0,9900.0,850.0,8900.0,8100.0
-13307270.3701,4372116.5487,11809,6,201,,FRE,,1.13,,"KINGSBURG, EAST CITY LIMITS",650.0,6100.0,5800.0,650.0,6100.0,5800.0
-13307270.3701,4372116.5487,11810,6,201,,FRE,,1.13,,"KINGSBURG, EAST CITY LIMITS",650.0,6100.0,5800.0,650.0,6100.0,5800.0
-13306832.6822,4372114.3694,11811,6,201,,FRE,,1.343,,FRESNO/TULARE COUNTY LINE,630.0,6000.0,5600.0,,,
-13306832.6822,4372114.3694,11812,6,201,,FRE,,1.343,,FRESNO/TULARE COUNTY LINE,630.0,6000.0,5600.0,,,
-13306832.6822,4372114.3694,11813,6,201,,TUL,,0.0,,FRESNO/TULARE COUNTY LINE,,,,630.0,6000.0,5600.0
-13306832.6822,4372114.3694,11814,6,201,,TUL,,0.0,,FRESNO/TULARE COUNTY LINE,,,,630.0,6000.0,5600.0
-13304032.5935,4372117.4601,11815,6,201,,TUL,,1.4,,ROAD 28,630.0,6000.0,5600.0,650.0,6200.0,5800.0
-13304032.5935,4372117.4601,11816,6,201,,TUL,,1.4,,ROAD 28,630.0,6000.0,5600.0,650.0,6200.0,5800.0
-13303348.8343,4372121.1418,11817,6,201,,TUL,R,1.746,,KINGS RIVER BRIDGE,660.0,6300.0,5900.0,660.0,6300.0,5900.0
